entry	ensembl	entry_name	reviewed	protein_names	gene_names	length	organism	organism_id	pfam	supfam
O18413		PRS8_DROME	reviewed	26S proteasome regulatory subunit 8	Rpt6 DUG Pros45 Ug CG1489	405	Drosophila melanogaster (Fruit fly)	7227	PF00004;PF17862;PF16450;	SSF52540;
O18475		DPOLQ_DROME	reviewed	DNA polymerase theta (EC 2.7.7.7) (Mutagen-sensitive protein 308)	PolQ DNApol-theta DNApolQ mus308 CG6019	2059	Drosophila melanogaster (Fruit fly)	7227	PF00270;PF00476;PF00271;PF20470;PF21099;	SSF56672;SSF52540;SSF158702;SSF46785;
O18640		GBLP_DROME	reviewed	Small ribosomal subunit protein RACK1 (Guanine nucleotide-binding protein subunit beta-like protein) (Receptor of activated protein kinase C homolog)	Rack1 CG7111	318	Drosophila melanogaster (Fruit fly)	7227	PF00400;	SSF50978;
O44081		DKC1_DROME	reviewed	H/ACA ribonucleoprotein complex subunit 4 (EC 5.4.99.-) (Nucleolar protein at 60B) (Protein minifly)	Nop60B mfl CG3333	508	Drosophila melanogaster (Fruit fly)	7227	PF08068;PF01472;PF16198;PF01509;	SSF55120;SSF88697;
O44342		WBL_DROME	reviewed	Protein windbeutel (Erp29 homolog)	wbl wind CG7225	257	Drosophila melanogaster (Fruit fly)	7227	PF07749;PF07912;	SSF47933;SSF52833;
O44386		ITA3_DROME	reviewed	Integrin alpha-PS3 (Position-specific antigen subunit alpha-3) (Protein scab) (Protein volado) [Cleaved into: Integrin alpha-PS3 heavy chain; Integrin alpha-PS3 light chain]	scb alphaPS3 Vol CG8095	1115	Drosophila melanogaster (Fruit fly)	7227	PF01839;PF08441;PF20805;	SSF69318;SSF69179;
O44437		SMD3_DROME	reviewed	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)	SmD3 guf2 CG8427	151	Drosophila melanogaster (Fruit fly)	7227	PF01423;	SSF50182;
O44783		SPY_DROME	reviewed	Protein sprouty (Spry)	sty CG1921	589	Drosophila melanogaster (Fruit fly)	7227	PF05210;	
O46036		CTBP_DROME	reviewed	C-terminal-binding protein (CtBP protein) (dCtBP)	CtBP CG7583	476	Drosophila melanogaster (Fruit fly)	7227	PF00389;PF02826;	SSF52283;SSF51735;
O46043		PARG_DROME	reviewed	Poly(ADP-ribose) glycohydrolase (EC 3.2.1.143) ([Protein ADP-ribosylserine] hydrolase) (EC 3.2.2.-)	Parg CG2864	723	Drosophila melanogaster (Fruit fly)	7227	PF05028;PF20811;	
O46084		PGAM5_DROME	reviewed	Serine/threonine-protein phosphatase Pgam5, mitochondrial (DPGAM5) (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog)	Pgam5 CG14816	289	Drosophila melanogaster (Fruit fly)	7227	PF00300;	SSF53254;
O46102		PAPD1_DROME	reviewed	Poly(A) RNA polymerase, mitochondrial (DmMTPAP) (EC 2.7.7.19)	MTPAP CG11418	612	Drosophila melanogaster (Fruit fly)	7227	PF22600;PF03828;	SSF81301;SSF81631;
O46106		NOI_DROME	reviewed	Splicing factor 3A subunit 3 (Protein noisette)	noi CG2925	503	Drosophila melanogaster (Fruit fly)	7227	PF13297;PF16837;PF12108;PF11931;	
O46197		A29AB_DROME	reviewed	Accessory gland protein Acp29AB	Acp29AB CG17797	234	Drosophila melanogaster (Fruit fly)	7227	PF00059;	SSF56436;
O46339		HTH_DROME	reviewed	Homeobox protein homothorax (Homeobox protein dorsotonals)	hth dtl CG17117	487	Drosophila melanogaster (Fruit fly)	7227	PF05920;PF16493;	SSF46689;
O61267		LOK_DROME	reviewed	Ovarian-specific serine/threonine-protein kinase Lok (EC 2.7.11.1) (Protein loki) (dMNK)	lok CG10895	476	Drosophila melanogaster (Fruit fly)	7227	PF00498;PF00069;	SSF56112;SSF49879;
O61307		TENM_DROME	reviewed	Teneurin-m (Tenm) (Odd Oz protein) (Tenascin-like protein)	Ten-m odz CG5723	2731	Drosophila melanogaster (Fruit fly)	7227	PF25024;PF24329;PF23093;PF25021;PF25023;PF23538;PF15636;PF25020;	SSF49464;SSF101898;
O61365		NACH_DROME	reviewed	Sodium channel protein Nach (Pickpocket protein 4)	Nach PPK4 CG8178	535	Drosophila melanogaster (Fruit fly)	7227	PF00858;	
O61443		MK38B_DROME	reviewed	Mitogen-activated protein kinase p38b (MAP kinase p38b) (MAPK p38b) (EC 2.7.11.24)	p38b CG7393	365	Drosophila melanogaster (Fruit fly)	7227	PF00069;	SSF56112;
O61643		INHB_DROME	reviewed	Inhibin beta chain (Activin beta chain) (dAct) (dActivin)	Actbeta activin-beta CG11062	946	Drosophila melanogaster (Fruit fly)	7227	PF00019;	SSF57501;
O61661		CHK1_DROME	reviewed	Serine/threonine-protein kinase grp (EC 2.7.11.1) (Chk1 homolog) (Protein grapes)	grp CG17161	512	Drosophila melanogaster (Fruit fly)	7227	PF00069;	SSF56112;
O61722		PRL1_DROME	reviewed	PRL-1 phosphatase (EC 3.1.3.48) (Phosphatase of regenerating liver-1)	PRL-1 BG:DS07473.3 PRL CG4993	176	Drosophila melanogaster (Fruit fly)	7227	PF22785;	SSF52799;
O61734		CYCL_DROME	reviewed	Protein cycle (Brain and muscle ARNT-like 1) (BMAL1) (MOP3)	cyc CG8727	413	Drosophila melanogaster (Fruit fly)	7227	PF00010;PF00989;PF14598;	SSF47459;SSF55785;
O61735		CLOCK_DROME	reviewed	Circadian locomoter output cycles protein kaput (dCLOCK) (dPAS1)	Clk CLOCK jrk PAS1 CG7391	1027	Drosophila melanogaster (Fruit fly)	7227	PF00010;PF14598;	SSF47459;SSF55785;
O62589		GD_DROME	reviewed	Serine protease gd (EC 3.4.21.-) (Protein gastrulation defective)	gd CG1505	531	Drosophila melanogaster (Fruit fly)	7227	PF16030;PF00089;	SSF50494;
O62609		SMAD4_DROME	reviewed	SMAD family member 4 (dSMAD4) (Mothers against decapentaplegic homolog) (MAD homolog) (Mothers against DPP homolog) (Protein medea)	Med SMAD4 CG1775	771	Drosophila melanogaster (Fruit fly)	7227	PF03165;PF03166;	SSF56366;SSF49879;
O62618		MK38A_DROME	reviewed	Mitogen-activated protein kinase p38a (MAP kinase p38a) (MAPK p38a) (EC 2.7.11.24) (MAP kinase 14A) (p38 MAPK)	p38a Mpk2 CG5475	366	Drosophila melanogaster (Fruit fly)	7227	PF00069;	SSF56112;
O62619		KPYK_DROME	reviewed	Pyruvate kinase (PK) (EC 2.7.1.40)	Pyk CG7070	533	Drosophila melanogaster (Fruit fly)	7227	PF00224;PF02887;	SSF51621;SSF50800;SSF52935;
O76324		DCO_DROME	reviewed	Discs overgrown protein kinase (EC 2.7.11.1) (Protein double-time)	dco dbt CG2048	440	Drosophila melanogaster (Fruit fly)	7227	PF00069;	SSF56112;
O76460		RAD54_DROME	reviewed	DNA repair and recombination protein RAD54-like (DmRAD54) (EC 3.6.4.-) (Protein okra) (RAD54 DNA repair protein)	okr RAD54 CG3736	784	Drosophila melanogaster (Fruit fly)	7227	PF00271;PF00176;	SSF52540;
O76742		RAB7_DROME	reviewed	Ras-related protein Rab7 (DRab7) (EC 3.6.5.2) (Small monomeric GTPase Rab7) (Small ras-like GTPase)	Rab7 Rab-7 Rab-r7 Rab7A CG5915	207	Drosophila melanogaster (Fruit fly)	7227	PF00071;	SSF52540;
O76878		RIPL_DROME	reviewed	RILP-like protein homolog (Rab-interacting lysosomal protein-like)	Rilpl CG11448	443	Drosophila melanogaster (Fruit fly)	7227	PF09744;	SSF161256;
O76902		PKHF1_DROME	reviewed	Pleckstrin homology domain-containing family F member 1 homolog (PH domain-containing family F member 1 homolog) (Protein rush hour)	rush EG:80H7.5 CG14782	316	Drosophila melanogaster (Fruit fly)	7227	PF01363;PF22697;	SSF57903;SSF50729;
O76906		CRM_DROME	reviewed	Protein cramped	crm CG2714	982	Drosophila melanogaster (Fruit fly)	7227		
O76908		VILYA_DROME	reviewed	RING finger protein vilya	vilya CG2709	237	Drosophila melanogaster (Fruit fly)	7227	PF14634;	SSF57850;
O76922		AUB_DROME	reviewed	Protein aubergine (EC 3.1.26.-) (Protein sting)	aub sti CG6137	866	Drosophila melanogaster (Fruit fly)	7227	PF02170;PF02171;PF23278;	SSF101690;SSF53098;
O76924		ARI2_DROME	reviewed	Potential E3 ubiquitin-protein ligase ariadne-2 (EC 2.3.2.31) (Protein ariadne-2) (RING-type E3 ubiquitin transferase ariadne-2)	ari-2 ari2 TRIAD1 CG5709	509	Drosophila melanogaster (Fruit fly)	7227	PF19422;PF01485;PF22191;PF26000;	SSF57850;
O76927		RS21_DROME	reviewed	Small ribosomal subunit protein eS21 (40S ribosomal protein S21) (Overgrown hematopoietic organs at 23B)	RpS21 oho23B CG2986	83	Drosophila melanogaster (Fruit fly)	7227	PF01249;	
O76932		PP4C_DROME	reviewed	Serine/threonine-protein phosphatase 4 catalytic subunit (PP4C) (EC 3.1.3.16)	Pp4-19C pp4 CG32505	307	Drosophila melanogaster (Fruit fly)	7227	PF00149;	SSF56300;
O77051		E2F2_DROME	reviewed	Transcription factor E2F2 (dE2F2) (E2F transcription factor 2) (E2F-like transcription factor E2F2)	E2f2 CG1071	370	Drosophila melanogaster (Fruit fly)	7227	PF02319;	SSF144074;SSF46785;
O77059		CRY1_DROME	reviewed	Cryptochrome-1 (DmCRY1) (dcry) (Blue light photoreceptor)	cry CG3772	542	Drosophila melanogaster (Fruit fly)	7227	PF00875;PF03441;	SSF48173;SSF52425;
O77086		C3G_DROME	reviewed	Guanine nucleotide-releasing factor 2 (CRK SH3-binding GNRP) (DC3G)	C3G CG42328	1571	Drosophila melanogaster (Fruit fly)	7227	PF00617;PF00618;	SSF48366;
O77150		BM02_DROME	reviewed	Bomanin Short 2 (Bomanin-2) (Immune-induced peptide 2) (DIM-2)	BomS2 Bom2 IM2 CG18106	45	Drosophila melanogaster (Fruit fly)	7227	PF08194;	
O77237		PELI_DROME	reviewed	Protein pellino	Pli CG5212	424	Drosophila melanogaster (Fruit fly)	7227	PF04710;PF20723;	
O77263		TRMB_DROME	reviewed	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA methylguanosine methyltransferase 1) (tRNA(m7G46)-methyltransferase)	Mettl1 CG4045	256	Drosophila melanogaster (Fruit fly)	7227	PF02390;	SSF53335;
O77277		TORS_DROME	reviewed	Torsin-like protein	Torsin torp4a CG3024	340	Drosophila melanogaster (Fruit fly)	7227	PF06309;	SSF52540;
O77410		EIF3E_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6)	eIF3e eIF-3p48 eIF3-S6 Int6 CG9677	435	Drosophila melanogaster (Fruit fly)	7227	PF09440;PF01399;	SSF46785;
O77459		KEN_DROME	reviewed	Transcription factor Ken (Protein Ken and Barbie)	ken CG5575	601	Drosophila melanogaster (Fruit fly)	7227	PF00651;	SSF57667;SSF54695;
O77460		IPYR_DROME	reviewed	Inorganic pyrophosphatase (EC 3.6.1.1) (Nucleosome-remodeling factor 38 kDa subunit) (Pyrophosphate phospho-hydrolase) (PPase)	Nurf-38 CG4634	338	Drosophila melanogaster (Fruit fly)	7227	PF00719;	SSF50324;
O96433		CCNT_DROME	reviewed	Cyclin-T	CycT CG6292	1097	Drosophila melanogaster (Fruit fly)	7227	PF00134;PF21797;	SSF47954;
O96533		RAD9_DROME	reviewed	Cell cycle checkpoint control protein Rad9	Rad9 CG3945	456	Drosophila melanogaster (Fruit fly)	7227	PF04139;	SSF55979;
O96553		C1TC_DROME	reviewed	C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]	pug CG4067	968	Drosophila melanogaster (Fruit fly)	7227	PF01268;PF00763;PF02882;	SSF53223;SSF51735;SSF52540;
O96651		TOP3B_DROME	reviewed	DNA topoisomerase 3-beta (EC 5.6.2.1) (DNA topoisomerase III beta)	Top3beta TOP3 CG3458	875	Drosophila melanogaster (Fruit fly)	7227	PF01131;PF01751;PF23546;	SSF56712;
O96660		SMAD2_DROME	reviewed	SMAD family member 2 (SMAD 2) (dSmad2) (Mothers against decapentaplegic homolog 2) (MAD homolog 2) (Mothers against DPP homolog 2) (Protein Smad on X)	Smox SMAD2 Smad2/3 CG2262	486	Drosophila melanogaster (Fruit fly)	7227	PF03165;PF03166;	SSF56366;SSF49879;
O96690		PDF_DROME	reviewed	Protein PDF [Cleaved into: PDF precursor-related peptide (PAP); Neuropeptide PDF (Pigment-dispersing factor homolog)]	Pdf CG6496	102	Drosophila melanogaster (Fruit fly)	7227	PF06324;	
O96838		FYV1_DROME	reviewed	Putative 1-phosphatidylinositol 3-phosphate 5-kinase (Phosphatidylinositol 3-phosphate 5-kinase) (EC 2.7.1.150) (Type III PIP kinase) (PIPkin-III)	fab1 CG6355	1809	Drosophila melanogaster (Fruit fly)	7227	PF00118;PF01363;PF01504;	SSF57903;SSF52029;SSF56104;SSF46785;
O97143		PLK4_DROME	reviewed	Serine/threonine-protein kinase PLK4 (EC 2.7.11.21) (Polo-like kinase 4) (PLK-4) (Serine/threonine-protein kinase SAK)	SAK CG7186	769	Drosophila melanogaster (Fruit fly)	7227	PF00069;PF18190;PF18409;	SSF82615;SSF56112;
O97148		MTH_DROME	reviewed	G-protein coupled receptor Mth (Protein methuselah)	mth CG6936	514	Drosophila melanogaster (Fruit fly)	7227	PF00002;PF06652;	SSF81321;SSF63877;
O97159		CHDM_DROME	reviewed	ATP-dependent chromatin remodeler Mi-2 (dMi-2) (EC 3.6.4.-) (Chromo domain-containing protein Mi-2)	Mi-2 CG8103	1982	Drosophila melanogaster (Fruit fly)	7227	PF08074;PF06461;PF08073;PF00385;PF06465;PF00271;PF00628;PF00176;	SSF54160;SSF57903;SSF52540;
O97394		SDK_DROME	reviewed	Protein sidekick	sdk CG5227	2224	Drosophila melanogaster (Fruit fly)	7227	PF00041;PF07679;PF13927;	SSF49265;SSF48726;
O97422		B3GI_DROME	reviewed	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase I) (Glucuronosyltransferase I) (DmGlcAT-I) (UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase) (GlcUAT-I)	GlcAT-I CG32775	306	Drosophila melanogaster (Fruit fly)	7227	PF03360;	SSF53448;
P00334		ADH_DROME	reviewed	Alcohol dehydrogenase (EC 1.1.1.1)	Adh CG3481	256	Drosophila melanogaster (Fruit fly)	7227	PF00106;	SSF51735;
P00522		ABL_DROME	reviewed	Tyrosine-protein kinase Abl (EC 2.7.10.2) (D-ash) (Protein abelson)	Abl ABL-1 Dash CG4032	1620	Drosophila melanogaster (Fruit fly)	7227	PF08919;PF07714;PF00017;PF00018;	SSF56112;SSF55550;SSF50044;
P00528		SRC64_DROME	reviewed	Tyrosine-protein kinase Src64B (Dsrc64) (EC 2.7.10.2)	Src64B Src1 CG7524	552	Drosophila melanogaster (Fruit fly)	7227	PF07714;PF00017;PF00018;	SSF56112;SSF55550;SSF50044;
P00967		PUR2_DROME	reviewed	Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)]	Gart ade3 CG31628	1353	Drosophila melanogaster (Fruit fly)	7227	PF00586;PF02769;PF00551;PF01071;PF02843;PF02844;	SSF53328;SSF56059;SSF52440;SSF56042;SSF55326;SSF51246;
P02255		H1_DROME	reviewed	Histone H1	His1; His1:CG31617 CG31617; His1:CG33804 CG33804; His1:CG33810 CG33810; His1:CG33813 CG33813; His1:CG33816 CG33816; His1:CG33819 CG33819; His1:CG33822 CG33822; His1:CG33825 CG33825; His1:CG33828 CG33828; His1:CG33831 CG33831; His1:CG33837 CG33837; His1:CG33840 CG33840; His1:CG33843 CG33843; His1:CG33846 CG33846; His1:CG33849 CG33849; His1:CG33852 CG33852; His1:CG33864 CG33864	256	Drosophila melanogaster (Fruit fly)	7227	PF00538;	SSF46785;
P02283		H2B_DROME	reviewed	Histone H2B	His2B; His2B:CG17949 CG17949; His2B:CG33868 CG33868; His2B:CG33870 CG33870; His2B:CG33872 CG33872; His2B:CG33874 CG33874; His2B:CG33876 CG33876; His2B:CG33878 CG33878; His2B:CG33880 CG33880; His2B:CG33882 CG33882; His2B:CG33884 CG33884; His2B:CG33886 CG33886; His2B:CG33888 CG33888; His2B:CG33890 CG33890; His2B:CG33892 CG33892; His2B:CG33894 CG33894; His2B:CG33896 CG33896; His2B:CG33898 CG33898; His2B:CG33900 CG33900; His2B:CG33902 CG33902; His2B:CG33904 CG33904; His2B:CG33906 CG33906; His2B:CG33908 CG33908; His2B:CG33910 CG33910	123	Drosophila melanogaster (Fruit fly)	7227	PF00125;	SSF47113;
P02299		H3_DROME	reviewed	Histone H3	His3; His3:CG31613 CG31613; His3:CG33803 CG33803; His3:CG33806 CG33806; His3:CG33809 CG33809; His3:CG33812 CG33812; His3:CG33815 CG33815; His3:CG33818 CG33818; His3:CG33821 CG33821; His3:CG33824 CG33824; His3:CG33827 CG33827; His3:CG33830 CG33830; His3:CG33833 CG33833; His3:CG33836 CG33836; His3:CG33839 CG33839; His3:CG33842 CG33842; His3:CG33845 CG33845; His3:CG33848 CG33848; His3:CG33851 CG33851; His3:CG33854 CG33854; His3:CG33857 CG33857; His3:CG33860 CG33860; His3:CG33863 CG33863; His3:CG33866 CG33866	136	Drosophila melanogaster (Fruit fly)	7227	PF00125;	SSF47113;
P02517		HSP26_DROME	reviewed	Heat shock protein 26	Hsp26 CG4183	208	Drosophila melanogaster (Fruit fly)	7227	PF00011;	SSF49764;
P02518		HSP27_DROME	reviewed	Heat shock protein 27	Hsp27 CG4466	213	Drosophila melanogaster (Fruit fly)	7227	PF00011;	SSF49764;
P02572		ACT2_DROME	reviewed	Actin-42A (EC 3.6.4.-)	Act42A CG12051	376	Drosophila melanogaster (Fruit fly)	7227	PF00022;	SSF53067;
P02574		ACT4_DROME	reviewed	Actin, larval muscle (EC 3.6.4.-) (Actin-79B)	Act79B CG7478	376	Drosophila melanogaster (Fruit fly)	7227	PF00022;	SSF53067;
P02825		HSP71_DROME	reviewed	Heat shock 70 kDa protein Ab (Heat shock protein 70 Ab) (HSP70-87A7)	Hsp70Ab Hsp70A CG18743	642	Drosophila melanogaster (Fruit fly)	7227	PF00012;	SSF53067;SSF100934;SSF100920;
P02828		HSP83_DROME	reviewed	Heat shock protein 83 (HSP 82)	Hsp83 Hsp82 Hsp90 CG1242	717	Drosophila melanogaster (Fruit fly)	7227	PF13589;PF00183;	SSF55874;SSF110942;SSF54211;
P02833		ANTP_DROME	reviewed	Homeotic protein antennapedia	Antp CG1028	378	Drosophila melanogaster (Fruit fly)	7227	PF00046;	SSF46689;
P02835		FTZ_DROME	reviewed	Segmentation protein fushi tarazu	ftz CG2047	410	Drosophila melanogaster (Fruit fly)	7227	PF03867;PF00046;	SSF46689;
P02836		HMEN_DROME	reviewed	Segmentation polarity homeobox protein engrailed	en CG9015	552	Drosophila melanogaster (Fruit fly)	7227	PF10525;PF00046;	SSF46689;
P02843		VIT1_DROME	reviewed	Vitellogenin-1 (Vitellogenin I) (Yolk protein 1)	Yp1 CG2985	439	Drosophila melanogaster (Fruit fly)	7227	PF00151;	SSF53474;
P02844		VIT2_DROME	reviewed	Vitellogenin-2 (Vitellogenin II) (Yolk protein 2)	Yp2 CG2979	442	Drosophila melanogaster (Fruit fly)	7227	PF00151;	SSF53474;
P04052		RPB1_DROME	reviewed	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase II subunit A)	Polr2A RPB1 RpII215 CG1554	1887	Drosophila melanogaster (Fruit fly)	7227	PF04997;PF00623;PF04983;PF05000;PF04998;PF04992;PF04990;	SSF64484;
P04197		MYB_DROME	reviewed	Myb protein	Myb CG9045	657	Drosophila melanogaster (Fruit fly)	7227	PF09316;PF13921;PF00249;	SSF46689;
P04388		RAS2_DROME	reviewed	Ras-like protein 2 (EC 3.6.5.2)	Ras64B ras2 CG1167	192	Drosophila melanogaster (Fruit fly)	7227	PF00071;	SSF52540;
P04412		EGFR_DROME	reviewed	Epidermal growth factor receptor (Egfr) (EC 2.7.10.1) (Drosophila relative of ERBB) (Gurken receptor) (Protein torpedo)	Egfr c-erbB DER top CG10079	1426	Drosophila melanogaster (Fruit fly)	7227	PF00757;PF14843;PF07714;PF01030;	SSF57184;SSF52058;SSF56112;
P04657		CYC1_DROME	reviewed	Cytochrome c-1 (Cytochrome c-distal)	Cyt-c-d CytC1 DC3 CG13263	105	Drosophila melanogaster (Fruit fly)	7227	PF00034;	SSF46626;
P04755		ACH3_DROME	reviewed	Acetylcholine receptor subunit beta-like 1 (Nicotinic acetylcholine receptor beta 1)	nAChRbeta1 Acr64B AcrD ard nAcRbeta-64B CG11348	521	Drosophila melanogaster (Fruit fly)	7227	PF02931;PF02932;	SSF90112;SSF63712;
P04950		OPS3_DROME	reviewed	Opsin Rh3 (Inner R7 photoreceptor cells opsin)	Rh3 RH92CD CG10888	383	Drosophila melanogaster (Fruit fly)	7227	PF00001;	SSF81321;
P05031		DDC_DROME	reviewed	Aromatic-L-amino-acid decarboxylase (AADC) (EC 4.1.1.28) (DOPA decarboxylase) (DDC)	Ddc CG10697	510	Drosophila melanogaster (Fruit fly)	7227	PF00282;	SSF53383;
P05049		SNAK_DROME	reviewed	Serine protease snk (EC 3.4.21.-) (Protein snake)	snk CG7996	435	Drosophila melanogaster (Fruit fly)	7227	PF00089;	SSF50494;
P05084		HUNB_DROME	reviewed	Protein hunchback	hb CG9786	758	Drosophila melanogaster (Fruit fly)	7227	PF00096;	SSF57667;
P05130		KPC1_DROME	reviewed	Protein kinase C, brain isozyme (PKC) (EC 2.7.11.13) (dPKC53E(BR))	Pkc53E PKC1 CG6622	679	Drosophila melanogaster (Fruit fly)	7227	PF00130;PF00168;PF00069;PF00433;	SSF49562;SSF57889;SSF56112;
P05205		HP1_DROME	reviewed	Heterochromatin protein 1 (HP1) (Non-histone chromosomal protein C1A9 antigen)	Su(var)205 HP1 HP1a Su(var)2-5 CG8409	206	Drosophila melanogaster (Fruit fly)	7227	PF00385;PF01393;	SSF54160;
P05623		A70A_DROME	reviewed	Sex peptide (Accessory gland-specific peptide 70A) (Paragonial peptide B)	SP Acp70A PAPB CG17673	55	Drosophila melanogaster (Fruit fly)	7227	PF08138;	
P05661		MYSA_DROME	reviewed	Myosin heavy chain, muscle	Mhc CG17927	1962	Drosophila melanogaster (Fruit fly)	7227	PF00063;PF02736;PF01576;	SSF90257;SSF52540;
P05709		SIM_DROME	reviewed	Protein single-minded	sim CG7771	688	Drosophila melanogaster (Fruit fly)	7227	PF23171;PF00989;PF08447;	SSF47459;SSF55785;
P05990		PYR1_DROME	reviewed	Multifunctional protein r (Protein rudimentary) [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Glutamine amidotransferase (GATase) (GLNase) (EC 3.5.1.2); Ammonium-dependent carbamoyl phosphate synthase (CPS) (CPSase) (EC 6.3.4.16); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	r CG18572	2224	Drosophila melanogaster (Fruit fly)	7227	PF25596;PF02786;PF02787;PF00988;PF12890;PF00117;PF02142;PF00185;PF02729;	SSF53671;SSF48108;SSF52021;SSF52317;SSF51338;SSF56059;SSF51556;SSF52335;SSF52440;
P06002		OPS1_DROME	reviewed	Opsin Rh1 (Neither inactivation nor afterpotential E protein) (Outer R1-R6 photoreceptor cells opsin)	ninaE Rh1 CG4550	373	Drosophila melanogaster (Fruit fly)	7227	PF00001;	SSF81321;
P06602		EVE_DROME	reviewed	Segmentation protein even-skipped	eve CG2328	376	Drosophila melanogaster (Fruit fly)	7227	PF00046;	SSF46689;
P06603		TBA1_DROME	reviewed	Tubulin alpha-1 chain (EC 3.6.5.-)	alphaTub84B tubA84B CG1913	450	Drosophila melanogaster (Fruit fly)	7227	PF00091;PF03953;	SSF55307;SSF52490;
P06604		TBA2_DROME	reviewed	Tubulin alpha-2 chain (EC 3.6.5.-)	alphaTub85E TUBA85E CG9476	449	Drosophila melanogaster (Fruit fly)	7227	PF00091;PF03953;	SSF55307;SSF52490;
P06605		TBA3_DROME	reviewed	Tubulin alpha-3 chain (EC 3.6.5.-)	alphaTub84D TubA84D CG2512	450	Drosophila melanogaster (Fruit fly)	7227	PF00091;PF03953;	SSF55307;SSF52490;
P06606		TBA4_DROME	reviewed	Tubulin alpha-4 chain (EC 3.6.5.-)	alphaTub67C TubA67C CG8308	462	Drosophila melanogaster (Fruit fly)	7227	PF00091;PF03953;	SSF55307;SSF52490;
P06607		VIT3_DROME	reviewed	Vitellogenin-3 (Vitellogenin III) (Yolk protein 3)	Yp3 CG11129	420	Drosophila melanogaster (Fruit fly)	7227	PF00151;	SSF53474;
P06754		TPM1_DROME	reviewed	Tropomyosin-1, isoforms 9A/A/B (Cytoskeletal tropomyosin) (Tropomyosin II)	Tm1 TmII CG4898	339	Drosophila melanogaster (Fruit fly)	7227	PF00261;	SSF57997;
