entry	pos	evidence	id	note	origin
P05990	1-2224		PRO_0000199505	Multifunctional protein r	chain
P06002	1-373		PRO_0000197622	Opsin Rh1	chain
P06601	1-613		PRO_0000050167	Segmentation protein paired	chain
P06602	1-376		PRO_0000049060	Segmentation protein even-skipped	chain
P06603	1-450		PRO_0000048158	Tubulin alpha-1 chain	chain
P06604	1-449		PRO_0000048159	Tubulin alpha-2 chain	chain
P06605	1-450		PRO_0000048160	Tubulin alpha-3 chain	chain
P06606	1-462		PRO_0000048161	Tubulin alpha-4 chain	chain
P06607	20-420		PRO_0000017816	Vitellogenin-3	chain
P06742	1-155		PRO_0000198709	Myosin light chain alkali	chain
P06754	1-339		PRO_0000205684	Tropomyosin-1, isoforms 9A	chain
P07140	39-619		PRO_0000008603	Acetylcholinesterase	chain
P07140	39-?		PRO_0000008604	Acetylcholinesterase 16 kDa subunit	chain
P07140	?-619		PRO_0000008605	Acetylcholinesterase 55 kDa subunit	chain
P07182	21-284		PRO_0000089629	Chorion protein S36	chain
P07183	1-306		PRO_0000089631	Chorion protein S38	chain
P07184	18-172		PRO_0000089621	Chorion protein S18	chain
P07185	19-115		PRO_0000089613	Chorion protein S15	chain
P07186	22-173		PRO_0000089625	Chorion protein S19	chain
P07187	17-126		PRO_0000006389	Larval cuticle protein 2	chain
P07188	17-112		PRO_0000006391	Larval cuticle protein 3	chain
P07189	17-112		PRO_0000006393	Larval cuticle protein 4	chain
P07190	20-577		PRO_0000001447	Maltase A1	chain
P07191	24-567		PRO_0000001446	Maltase A2	chain
P07192	20-574		PRO_0000001448	Maltase A3	chain
P07207	53-2703		PRO_0000007673	Neurogenic locus Notch protein	chain
P07207	?-2703		PRO_0000296234	Processed neurogenic locus Notch protein	chain
P07247	1-502		PRO_0000046992	Protein krueppel	chain
P07486	1-332		PRO_0000145521	Glyceraldehyde-3-phosphate dehydrogenase 1	chain
P07487	1-332		PRO_0000145522	Glyceraldehyde-3-phosphate dehydrogenase 2	chain
P07548	1-586		PRO_0000200261	Homeotic protein deformed	chain
P07663	1-1224		PRO_0000162596	Period circadian protein	chain
P07664	1-433		PRO_0000047050	Serendipity locus protein delta	chain
P07665	1-356		PRO_0000047049	Serendipity locus protein beta	chain
P07666	1-530		PRO_0000072197	Serendipity locus protein alpha	chain
P07668	1-721		PRO_0000004420	Choline O-acetyltransferase	chain
P07668	585-721		PRO_0000004422	Choline O-acetyltransferase 13 kDa chain	chain
P07668	?-584		PRO_0000004421	Choline O-acetyltransferase 54 kDa chain	chain
P07668	?-721		PRO_0000004423	Choline O-acetyltransferase 67 kDa chain	chain
P07701	19-163		PRO_0000022333	Salivary glue protein Sgs-5	chain
P07713	457-588		PRO_0000033665	Protein decapentaplegic	chain
P07764	2-361		PRO_0000216927	Fructose-bisphosphate aldolase	chain
P07909	1-365		PRO_0000081834	Heterogeneous nuclear ribonucleoprotein A1	chain
P08044	1-390		PRO_0000047028	Protein snail	chain
P08099	1-381		PRO_0000197625	Opsin Rh2	chain
P08111	1-1161		PRO_0000084345	Lethal(2) giant larvae protein	chain
P08120	?-1779		PRO_0000005755	Collagen alpha-1(IV) chain	chain
P08144	19-494		PRO_0000001364	Alpha-amylase A	chain
P08155	1-845		PRO_0000046991	Krueppel homolog 1	chain
P08171	22-544		PRO_0000008561	Esterase-6	chain
P08175	1-56		PRO_0000096587	Male-specific sperm protein Mst87F	chain
P08181	2-336		PRO_0000085900	Casein kinase II subunit alpha	chain
P08182	1-235		PRO_0000068245	Casein kinase II subunit beta	chain
P08255	1-378		PRO_0000197630	Opsin Rh4	chain
P08266	1-1176		PRO_0000048084	DNA-directed RNA polymerase II subunit RPB2	chain
P08510	1-655		PRO_0000053963	Potassium voltage-gated channel protein Shaker	chain
P08570	1-112		PRO_0000157692	Large ribosomal subunit protein P1	chain
P08630	1-786		PRO_0000088068	Tyrosine-protein kinase Btk	chain
P08645	1-181		PRO_0000030191	Ras-related protein Rap1	chain
P08646	1-186		PRO_0000082665	Ras-like protein 1	chain
P08736	1-463		PRO_0000090906	Elongation factor 1-alpha 1	chain
P08761	2-246		PRO_0000138629	Peptide methionine sulfoxide reductase	chain
P08841	1-454		PRO_0000048280	Tubulin beta-3 chain	chain
P08879	2-153		PRO_0000137108	Nucleoside diphosphate kinase	chain
P08928	2-619		PRO_0000063828	Lamin	chain
P08953	28-1097		PRO_0000034740	Protein toll	chain
P08970	1-941		PRO_0000047053	Zinc finger protein su(Hw)	chain
P08985	2-141		PRO_0000055309	Histone H2A.v	chain
P09052	1-661		PRO_0000054976	ATP-dependent RNA helicase vasa	chain
P09077	1-417		PRO_0000200264	Homeotic protein Sex combs reduced	chain
P09081	1-494		PRO_0000049014	Homeotic protein bicoid	chain
P09082	1-427		PRO_0000050168	Protein gooseberry	chain
P09083	1-449		PRO_0000050169	Protein gooseberry-neuro	chain
P09085	1-427		PRO_0000049017	Homeotic protein caudal	chain
P09087	1-493		PRO_0000200258	Homeobox protein abdominal-B	chain
P09089	1-353		PRO_0000049112	Protein zerknuellt 1	chain
P09090	1-252		PRO_0000049113	Protein zerknuellt 2	chain
P09180	1-401		PRO_0000129359	Large ribosomal subunit protein uL4	chain
P09208	1086-2144	ECO:0000269|PubMed:7628438	PRO_0000016716	Insulin-like receptor subunit beta 1	chain
P09208	1086-?	ECO:0000269|PubMed:7628438	PRO_0000016717	Insulin-like receptor subunit beta 2	chain
P09208	?-1081	ECO:0000269|PubMed:7628438	PRO_0000016715	Insulin-like receptor subunit alpha	chain
P09208	?-2144		PRO_0000016718	60 kDa C-terminal fragment	chain
P09478	22-567		PRO_0000000298	Acetylcholine receptor subunit alpha-like 1	chain
P09491	1-284		PRO_0000205686	Tropomyosin-2	chain
P09615	18-468		PRO_0000041476	Protein wingless	chain
P09774	1-257		PRO_0000127135	Achaete-scute complex protein T3	chain
P09775	1-486		PRO_0000127138	Achaete-scute complex protein T8	chain
P09956	2-575		PRO_0000066573	Regulatory protein zeste	chain
P09957	22-541		PRO_0000031052	Protein yellow	chain
P0C919	1-90		PRO_0000369312	Molybdopterin synthase sulfur carrier subunit	chain
P0CG69	1-76		PRO_0000114813	Ubiquitin	chain
P0CG69	153-228		PRO_0000396261	Ubiquitin	chain
P0CG69	229-304		PRO_0000396262	Ubiquitin	chain
P0CG69	305-380		PRO_0000396263	Ubiquitin	chain
P0CG69	381-456		PRO_0000396264	Ubiquitin	chain
P0CG69	457-532		PRO_0000396265	Ubiquitin	chain
P0CG69	533-608		PRO_0000396266	Ubiquitin	chain
P0CG69	609-684		PRO_0000396267	Ubiquitin	chain
P0CG69	685-760		PRO_0000396268	Ubiquitin	chain
P0CG69	77-152		PRO_0000396260	Ubiquitin	chain
P0DKM0	1-87		PRO_0000419649	Cytochrome c oxidase assembly factor 3, mitochondrial	chain
P10035	1-418		PRO_0000049064	Homeobox protein H2.0	chain
P10040	89-2146		PRO_0000007499	Protein crumbs	chain
P10041	19-833		PRO_0000007505	Neurogenic locus protein delta	chain
P10083	1-201		PRO_0000127137	Achaete-scute complex protein T5	chain
P10084	1-345		PRO_0000127136	Achaete-scute complex protein T4	chain
P10090	1-687		PRO_0000093382	Protein white	chain
P10105	1-635		PRO_0000200262	Homeotic protein labial	chain
P10180	1-2175		PRO_0000202390	Homeobox protein cut	chain
P10181	1-350		PRO_0000049076	Homeobox protein rough	chain
P10333	19-264		PRO_0000021755	Accessory gland-specific peptide 26Aa	chain
P10334	22-90		PRO_0000021759	Accessory gland-specific peptide 26Ab	chain
P10351	1-1335		PRO_0000166079	Xanthine dehydrogenase	chain
P10379	22-488		PRO_0000022645	Protein unzipped	chain
P10383	1-853		PRO_0000058104	Deubiquitinase otu	chain
P10394	1-1237		PRO_0000199558	Retrovirus-related Pol polyprotein from transposon 412	chain
P10401	1-1035		PRO_0000058512	Retrovirus-related Pol polyprotein from transposon gypsy	chain
P10403	1-509		PRO_0000086981	Retrovirus-related Env polyprotein from transposon gypsy	chain
P10405	1-451		PRO_0000087424	Retrovirus-related Gag polyprotein from transposon gypsy	chain
P10627	1-490		PRO_0000127478	Protein twist	chain
P10674	22-625		PRO_0000008772	Fasciclin-1	chain
P10676	1-1501		PRO_0000086444	Neither inactivation nor afterpotential protein C	chain
P10734	1-429		PRO_0000053743	Zygotic gap protein knirps	chain
P10735	31-140		PRO_0000030605	Small ribosomal subunit protein uS12m	chain
P10981	3-376		PRO_0000000665	Actin-87E	chain
P10987	3-376		PRO_0000000657	Actin-5C	chain
P11046	25-1788		PRO_0000017073	Laminin subunit beta-1	chain
P11146	1-633		PRO_0000078339	Heat shock 70 kDa protein cognate 2	chain
P11147	1-651		PRO_0000078340	Heat shock 70 kDa protein cognate 4	chain
P11346	1-739		PRO_0000086194	Raf homolog serine	chain
P11420	1-710		PRO_0000127166	Protein daughterless	chain
P11449	19-141	ECO:0000255	PRO_0000022675	Vitelline membrane protein Vm26Aa	chain
P11450	1-282		PRO_0000087209	Follicle cell protein 3C-1	chain
P11455	1-428		PRO_0000072487	Protein terminus	chain
P11536	1-883		PRO_0000204083	Ecdysone-induced protein 74EF isoform B	chain
P11584	29-846		PRO_0000016356	Integrin beta-PS	chain
P11596	1-197		PRO_0000065645	Female-specific protein transformer	chain
P11612	1-314		PRO_0000058889	Serine	chain
P11929	1-1091		PRO_0000064997	Ninein homolog	chain
P11956	1-43		PRO_0000197355	Metallothionein-2	chain
P11995	17-816		PRO_0000013333	Larval serum protein 1 alpha chain	chain
P11996	17-789		PRO_0000013334	Larval serum protein 1 beta chain	chain
P11997	17-772		PRO_0000013335	Larval serum protein 1 gamma chain	chain
P12024	30-1315		PRO_0000020923	Chaoptin	chain
P12080	32-1396		PRO_0000016323	Integrin alpha-PS2	chain
P12080	32-?1243		PRO_0000016324	Integrin alpha-PS2 heavy chain	chain
P12080	?1244-1396		PRO_0000016325	Integrin alpha-PS2 light chain	chain
P12252	1-1070		PRO_0000023342	3',5'-cyclic-AMP phosphodiesterase	chain
P12258	1-644		PRO_0000084025	Transposable element Hobo transposase	chain
P12297	1-963		PRO_0000072324	Protein suppressor of white apricot	chain
P12370	2-353		PRO_0000086069	cAMP-dependent protein kinase catalytic subunit 1	chain
P12426	1-182		PRO_0000149512	Adenine phosphoribosyltransferase	chain
P12428	1-675		PRO_0000093375	Protein brown	chain
P12613	1-557		PRO_0000128310	T-complex protein 1 subunit alpha	chain
P12646	1-524		PRO_0000068092	Glucose-6-phosphate 1-dehydrogenase	chain
P12881	1-279		PRO_0000124068	Proteasome subunit alpha type-1	chain
P12982	1-302		PRO_0000058792	Serine	chain
P13002	1-1333		PRO_0000086952	Protein grainyhead	chain
P13008	1-114		PRO_0000204520	Small ribosomal subunit protein eS26	chain
P13054	1-647		PRO_0000053745	Knirps-related protein	chain
P13055	1-1412		PRO_0000053505	Ecdysone-induced protein 75B, isoform B	chain
P13060	2-844		PRO_0000091012	Eukaryotic translation elongation factor 2	chain
P13095	1-152		PRO_0000087059	Enhancer of split m4 protein	chain
P13096	1-178		PRO_0000127172	Enhancer of split m5 protein	chain
P13097	1-186		PRO_0000127173	Enhancer of split m7 protein	chain
P13098	1-179		PRO_0000127175	Enhancer of split m8 protein	chain
P13217	1-1095		PRO_0000088510	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase	chain
P13238	43-154		PRO_0000022676	Vitelline membrane protein Vm26Ab	chain
P13360	1-604		PRO_0000046939	Protein glass	chain
P13368	1-2554		PRO_0000058928	Protein sevenless	chain
P13395	1-2415		PRO_0000073467	Spectrin alpha chain	chain
P13468	1-463		PRO_0000084292	DNA-binding protein K10	chain
P13469	1-542		PRO_0000081635	DNA-binding protein modulo	chain
P13496	1-1265		PRO_0000083523	Dynactin subunit 1	chain
P13582	128-392		PRO_0000028134	Serine protease ea	chain
P13607	1-1041		PRO_0000046309	Sodium	chain
P13677	1-700		PRO_0000055731	Protein kinase C, eye isozyme	chain
P13678	1-739		PRO_0000055732	Protein kinase C	chain
P13706	1-363		PRO_0000138075	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	chain
P13709	1-2038		PRO_0000211194	Homeotic protein female sterile	chain
P14003	1-337		PRO_0000127181	Protein hairy	chain
P14083	1-1046		PRO_0000072552	Protein jim lovell	chain
P14199	1-599		PRO_0000097237	Protein ref(2)P	chain
P14318	1-184		PRO_0000204779	Muscle-specific protein 20	chain
P14484	16-184		PRO_0000006397	Pupal cuticle protein	chain
P14599	28-887		PRO_0000000202	Amyloid-beta-like protein	chain
P14734	1-510		PRO_0000091896	Protein fork head	chain
P14773	1-920		PRO_0000114431	3-hydroxy-3-methylglutaryl-coenzyme A reductase	chain
P14785	1-491		PRO_0000080345	G2	chain
P14956	24-62		PRO_0000004843	Cecropin-B	chain
P15007	1-500		PRO_0000134081	Enolase	chain
P15215	34-1639		PRO_0000017081	Laminin subunit gamma-1	chain
P15278	21-508		PRO_0000014760	Fasciclin-3	chain
P15330	1-999		PRO_0000205164	Embryonic polarity protein dorsal	chain
P15348	1-1447		PRO_0000145374	DNA topoisomerase 2	chain
P15357	1-76		PRO_0000396482	Ubiquitin	chain
P15357	77-156		PRO_0000396483	Small ribosomal subunit protein eS31	chain
P15364	24-?		PRO_0000014504	Protein amalgam	chain
P15370	1-373		PRO_0000053746	Protein embryonic gonad	chain
P15372	1-364		PRO_0000205215	Phosrestin-2	chain
P15425	21-237		PRO_0000025493	Peptidyl-prolyl cis-trans isomerase, rhodopsin-specific isozyme	chain
P15619	1-869		PRO_0000047051	Serendipity locus protein H-1	chain
P16163	1-352		PRO_0000165991	Uricase	chain
P16241	1-427		PRO_0000100774	POU domain protein CF1A	chain
P16320	1-1056		PRO_0000096925	120.7 kDa protein in NOF-FB transposable element	chain
P16371	1-730		PRO_0000051010	Protein groucho	chain
P16375	1-543		PRO_0000053610	Steroid receptor seven-up, isoforms B	chain
P16376	1-746		PRO_0000053611	Steroid receptor seven-up, isoform A	chain
P16378	2-354		PRO_0000203716	G protein alpha o subunit	chain
P16395	1-805		PRO_0000069051	Muscarinic acetylcholine receptor DM1	chain
P16423	1-1057		PRO_0000058511	Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM	chain
P16424	1-471		PRO_0000066075	Uncharacterized 50 kDa protein in type I retrotransposable element R1DM	chain
P16425	1-1021		PRO_0000066085	Putative 115 kDa protein in type-1 retrotransposable element R1DM	chain
P16554	1-556		PRO_0000021869	Protein numb	chain
P16568	1-782		PRO_0000205361	Protein bicaudal D	chain
P16620	29-1462		PRO_0000025428	Tyrosine-protein phosphatase 69D	chain
P16621	33-2029		PRO_0000025431	Tyrosine-protein phosphatase Lar	chain
P16905	1-376		PRO_0000205396	cAMP-dependent protein kinase type I regulatory subunit	chain
P16909	1-215		PRO_0000064354	Histone-like protein 18C	chain
P16911	1-354		PRO_0000086111	cAMP-dependent protein kinase catalytic subunit 2	chain
P16912	1-583		PRO_0000086112	cAMP-dependent protein kinase catalytic subunit 3	chain
P16914	1-483		PRO_0000081575	Protein elav	chain
P17133	1-448		PRO_0000081884	U1 small nuclear ribonucleoprotein 70 kDa	chain
P17207	41-272		PRO_0000028140	Serine protease 3	chain
P17210	1-975		PRO_0000125350	Kinesin heavy chain	chain
P17276	1-452		PRO_0000205552	Protein henna	chain
P17336	1-506		PRO_0000084912	Catalase	chain
P17644	22-576		PRO_0000000300	Acetylcholine receptor subunit alpha-like 2	chain
P17671	1-1199		PRO_0000053506	Ecdysone-induced protein 75B, isoforms C	chain
P17672	1-1355		PRO_0000053504	Ecdysone-induced protein 75B, isoform A	chain
P17704	2-131		PRO_0000141533	Small ribosomal subunit protein eS17	chain
P17719	1-182		PRO_0000186370	Dihydrofolate reductase	chain
P17789	1-643		PRO_0000047079	Protein tramtrack, beta isoform	chain
P17886	1-702		PRO_0000205718	Protein crooked neck	chain
P17917	1-260		PRO_0000149170	DNA sliding clamp PCNA	chain
P17970	1-985		PRO_0000053965	Potassium voltage-gated channel protein Shab	chain
P17971	1-571		PRO_0000053966	Potassium voltage-gated channel protein Shal	chain
P17972	1-498		PRO_0000053967	Potassium voltage-gated channel protein Shaw	chain
P18053	1-264		PRO_0000124109	Proteasome subunit alpha type-4	chain
P18091	1-924		PRO_0000073447	Alpha-actinin, sarcomeric	chain
P18101	1-76		PRO_0000396442	Ubiquitin	chain
P18101	77-128		PRO_0000396443	Large ribosomal subunit protein eL40	chain
P18102	1-452		PRO_0000053597	Protein tailless	chain
P18105	1-666		PRO_0000125426	Kinesin-like protein Nod	chain
P18106	1-1325		PRO_0000088095	Tyrosine-protein kinase Fer	chain
P18167	20-544		PRO_0000008562	Esterase P	chain
P18168	83-1407		PRO_0000007718	Protein serrate	chain
P18169	20-1208		PRO_0000021097	Defective chorion protein, FC125 isoform	chain
P18170	20-950		PRO_0000021098	Defective chorion protein, FC106 isoform	chain
P18170	279-950		PRO_0000021099	FC106 S80	chain
P18170	279-?		PRO_0000021100	FC106 S60	chain
P18171	20-1590		PRO_0000021101	Defective chorion protein, FC177 isoform	chain
P18173	43-612		PRO_0000012335	Glucose dehydrogenase [FAD, quinone] short protein	chain
P18173	43-625		PRO_0000012334	Glucose dehydrogenase [FAD, quinone]	chain
P18289	1-289		PRO_0000076437	Transcription factor Jra	chain
P18431	1-514		PRO_0000086641	Protein kinase shaggy	chain
P18432	2-222		PRO_0000198746	Myosin regulatory light chain 2	chain
P18459	1-579		PRO_0000205566	Tyrosine 3-monooxygenase	chain
P18475	21-923		PRO_0000024477	Tyrosine-protein kinase receptor torso	chain
P18486	1-510		PRO_0000147010	3,4-dihydroxyphenylacetaldehyde synthase	chain
P18487	1-504		PRO_0000064404	Protein anon-37Cs	chain
P18488	1-497		PRO_0000049059	Homeotic protein empty spiracles	chain
P18489	1-152		PRO_0000206741	Synaptobrevin	chain
P18490	1-3413		PRO_0000215792	Protein pecanex	chain
P18491	1-199		PRO_0000127169	Protein extra-macrochaetae	chain
P18502	1-1286		PRO_0000205973	Protein patched	chain
P18537	19-581		PRO_0000013010	Frizzled	chain
P18824	1-843		PRO_0000064292	Armadillo segment polarity protein	chain
P18929	1-312		PRO_0000117392	NADH-ubiquinone oxidoreductase chain 1	chain
P18930	1-117		PRO_0000117736	NADH-ubiquinone oxidoreductase chain 3	chain
P18931	1-446		PRO_0000117930	NADH-ubiquinone oxidoreductase chain 4	chain
P18932	1-572		PRO_0000118090	NADH-ubiquinone oxidoreductase chain 5	chain
P18933	1-174		PRO_0000118278	NADH-ubiquinone oxidoreductase chain 6	chain
P18934	1-96		PRO_0000118417	NADH-ubiquinone oxidoreductase chain 4L	chain
P18935	1-378		PRO_0000060893	Cytochrome b	chain
P19018	1-264		PRO_0000081986	Transformer-2 sex-determining protein	chain
P19107	1-401		PRO_0000205217	Phosrestin-1	chain
P19109	1-719		PRO_0000055007	ATP-dependent RNA helicase p62	chain
P19334	1-1275		PRO_0000215357	Transient receptor potential protein	chain
P19339	1-354		PRO_0000081967	Protein sex-lethal	chain
P19351	1-397		PRO_0000186185	Troponin T, skeletal muscle	chain
P19538	1-1397		PRO_0000046917	Transcriptional activator cubitus interruptus	chain
P19538	1-?		PRO_0000406217	Transcriptional repressor cubitus interruptus	chain
P19889	1-317		PRO_0000154769	Large ribosomal subunit protein uL10	chain
P19967	1-436		PRO_0000166018	Cytochrome b5-related protein	chain
P20007	1-647		PRO_0000103635	Phosphoenolpyruvate carboxykinase [GTP]	chain
P20009	1-327		PRO_0000049055	Homeotic protein distal-less	chain
P20028	1-1129		PRO_0000048075	DNA-directed RNA polymerase I subunit RPA2	chain
P20105	1-829		PRO_0000204082	Ecdysone-induced protein 74EF isoform A	chain
P20153	1-508		PRO_0000053582	Protein ultraspiracle	chain
P20193	1-1250		PRO_0000047060	Protein suppressor of variegation 3-7	chain
P20227	1-353		PRO_0000153964	TATA-box-binding protein	chain
P20228	1-510		PRO_0000146972	Glutamate decarboxylase	chain
P20232	1-313		PRO_0000121445	Transcription elongation factor S-II	chain
P20240	1-424		PRO_0000206151	Otefin	chain
P20241	24-1302		PRO_0000015055	Neuroglian	chain
P20348	1-135		PRO_0000206158	Sex-regulated protein janus-A	chain
P20349	1-140		PRO_0000206166	Sex-regulated protein janus-B	chain
P20350	1-355		PRO_0000206179	Protein rhomboid	chain
P20351	1-379		PRO_0000065780	Tryptophan 2,3-dioxygenase	chain
P20353	2-355		PRO_0000203689	G protein alpha i subunit	chain
P20354	2-385		PRO_0000203731	G protein alpha s subunit	chain
P20385	1-510		PRO_0000046914	Chorion transcription factor Cf2	chain
P20432	1-209		PRO_0000185947	Glutathione S-transferase D1	chain
P20439	1-530		PRO_0000080385	G2	chain
P20477	28-399		PRO_0000011173	Glutamine synthetase 1, mitochondrial	chain
P20478	1-369		PRO_0000153148	Glutamine synthetase 2 cytoplasmic	chain
P20480	1-700		PRO_0000125378	Protein claret segregational	chain
P20482	1-1383		PRO_0000076458	Segmentation protein cap'n'collar	chain
P20483	1-479		PRO_0000198658	M-phase inducer phosphatase	chain
P20659	1-3726		PRO_0000124874	Histone-lysine N-methyltransferase trithorax	chain
P20825	1-1059		PRO_0000199556	Retrovirus-related Pol polyprotein from transposon 297	chain
P20828	1-414		PRO_0000087420	Retrovirus-related Gag polyprotein from transposon 297	chain
P20829	1-471		PRO_0000086982	Retrovirus-related Env polyprotein from transposon 297	chain
